&
B_ C.23_C 58.6425 167.799
3.95 0.117799 17.7164 20.698
4.25 0.155097 17.384 22.3406
4.55 -0.086505 25.7703 20.0461
4.85 -0.221903 29.9983 22.1788
&
C.11_ C.32_g_CA 18.1318 15.5299
1.55 1.83826 0 0.000183547
1.65 1.83826 0 0.000761841
1.75 1.83826 0 0.00219665
1.85 1.83826 0 0.00584737
1.95 1.83826 0 0.0133904
2.05 1.83826 0 0.0233378
2.15 1.83826 0 0.0333808
2.25 1.83826 0 0.0479776
2.35 1.83826 0 0.0650276
2.45 1.83826 0 0.0881113
2.55 1.83826 0 0.107011
2.65 0.383589 0.0175439 0.138633
2.75 0.258159 0.00877193 0.162504
2.9 0.239502 0.0350877 0.415146
3.1 0 0.517544 0.575927
3.3 0 0.506579 0.75139
3.5 0.139622 0.528509 0.979699
3.7 -0.612822 3.18421 1.2189
3.95 -0.31815 5.23058 2.64619
4.25 0.223523 1.16917 2.8562
4.55 0.267064 0.908772 2.56284
4.85 -0.578614 6.025 2.83551
&
C.11_ C.33 22.7707 23.4874
1.55 2.50674 0 0.000272471
1.65 2.50674 0 0.00114708
1.75 2.50674 0 0.00331706
1.85 2.50674 0 0.0088384
1.95 2.50674 0 0.0202464
2.05 2.50674 0 0.0352908
2.15 2.50674 0 0.0504797
2.25 2.50674 0 0.0725558
2.35 2.50674 0 0.0983421
2.45 2.50674 0 0.133254
2.55 2.50674 0 0.161838
2.65 2.50674 0 0.209663
2.75 2.50674 0 0.245764
2.9 2.50674 0 0.627858
3.1 2.50674 0 0.871021
3.3 2.50674 0 1.13639
3.5 1.27118 0.333333 1.48168
3.7 -0.309043 4.33333 1.84344
3.95 0.130093 3.47619 4.00207
4.25 -0.0719207 4.66667 4.31969
4.55 -0.244613 6.27663 3.87602
4.85 0.0643043 3.68452 4.28839
&
C.11_ C.33_CA 79.5011 74.7329
1.55 5.89097 0 0.000845141
1.65 5.89097 0 0.003628
1.75 5.89097 0 0.0105325
1.85 5.89097 0 0.0281005
1.95 5.89097 0 0.0643988
2.05 5.89097 0 0.112268
2.15 5.89097 0 0.160596
2.25 5.89097 0 0.230839
2.35 5.89097 0 0.312887
2.45 5.89097 0 0.42397
2.55 5.89097 0 0.514919
2.65 5.89097 0 0.667091
2.75 5.89097 0 0.78196
2.9 5.89097 0 1.99772
3.1 5.89097 0 2.77143
3.3 0.69424 1.14286 3.61579
3.5 0.610443 2 4.71445
3.7 0.306347 2.125 5.86551
3.95 0 9.89568 12.7339
4.25 -0.151482 15.997 13.7445
4.55 -0.453774 25.7576 12.3328
4.85 -0.243212 22.5829 13.6449
&
C.11_ C.ar2 155.906 105.685
1.55 7.86751 0 0.00119103
1.65 7.86751 0 0.00512646
1.75 7.86751 0 0.0148906
1.85 7.86751 0 0.0397347
1.95 7.86751 0 0.0910666
2.05 7.86751 0 0.158761
2.15 7.86751 0 0.227106
2.25 7.86751 0 0.326441
2.35 7.86751 0 0.44247
2.45 7.86751 0 0.59956
2.55 7.86751 0 0.728178
2.65 0.94465 0.00877193 0.943375
2.75 0.430642 0.5 1.10582
2.9 0.817331 1.15163 2.82511
3.1 1.82429 0.125 3.91926
3.3 -0.161693 8.21917 5.11332
3.5 -0.153621 9.57663 6.66703
3.7 -0.298484 16.1978 8.29482
3.95 -0.255556 25.6285 18.0079
4.25 -0.231066 32.8353 19.437
4.55 -0.156664 27.9229 17.4407
4.85 -0.240098 33.7407 19.2962
&
C.11_ C.ar2_h 5.29386 15.2553
1.55 1.43939 0 0.000180478
1.65 1.43939 0 0.000748544
1.75 1.43939 0 0.00215797
1.85 1.43939 0 0.00574413
1.95 1.43939 0 0.0131537
2.05 1.43939 0 0.0229252
2.15 1.43939 0 0.0327906
2.25 1.43939 0 0.0471293
2.35 1.43939 0 0.0638777
2.45 1.43939 0 0.0865532
2.55 1.43939 0 0.105119
2.65 1.43939 0 0.136182
2.75 1.43939 0 0.15963
2.9 1.43939 0 0.407804
3.1 1.43939 0 0.565741
3.3 0.339258 0.25 0.738101
3.5 1.43939 0 0.962373
3.7 1.43939 0 1.19734
3.95 0.0932856 1.00877 2.59939
4.25 0.177455 1.50877 2.80568
4.55 0 1.51754 2.51752
4.85 0.237504 1.00877 2.78536
&
C.11_ C.ar3 25.5828 31.1971
1.55 3.25694 0 0.000358628
1.65 3.25694 0 0.00152033
1.75 3.25694 0 0.00440262
1.85 3.25694 0 0.0117363
1.95 3.25694 0 0.026889
2.05 3.25694 0 0.0468717
2.15 3.25694 0 0.0670464
2.25 3.25694 0 0.0963692
2.35 3.25694 0 0.13062
2.45 3.25694 0 0.176991
2.55 3.25694 0 0.214958
2.65 3.25694 0 0.278482
2.75 3.25694 0 0.326434
2.9 3.25694 0 0.833951
3.1 0.00791769 0.517544 1.15693
3.3 3.25694 0 1.50941
3.5 0 1.64254 1.96805
3.7 1.26628 0.36886 2.44855
3.95 0.0625355 4.98289 5.31575
4.25 0 5.46084 5.73763
4.55 0 6.21579 5.14833
4.85 0 6.3943 5.69606
&
C.11_ C.ar3_y_CZ 20.6263 11.0521
1.55 2.16466 0 0.000133507
1.65 2.16466 0 0.000545058
1.75 2.16466 0 0.00156616
1.85 2.16466 0 0.00416425
1.95 2.16466 0 0.00953233
2.05 2.16466 0 0.0166115
2.15 2.16466 0 0.0237588
2.25 2.16466 0 0.0341468
2.35 2.16466 0 0.0462807
2.45 2.16466 0 0.0627085
2.55 2.16466 0 0.0761589
2.65 2.16466 0 0.0986633
2.75 2.16466 0 0.115651
2.9 2.16466 0 0.295447
3.1 0 0.125 0.409869
3.3 0.650109 0.25 0.53474
3.5 -0.500783 2.375 0.69722
3.7 -0.275296 1.875 0.867447
3.95 -0.522728 4.975 1.8832
4.25 -0.381627 6.1 2.03266
4.55 -0.323529 2.6 1.82389
4.85 -0.0239757 2.32632 2.01793
&
C.11_ N.41 3.64286 5.70444
1.55 0.161404 0 7.37472e-05
1.65 0.161404 0 0.000286166
1.75 0.161404 0 0.000813197
1.85 0.161404 0 0.00215418
1.95 0.161404 0 0.00492487
2.05 0.161404 0 0.00857874
2.15 0.161404 0 0.0122677
2.25 0.161404 0 0.0176294
2.35 0.161404 0 0.0238922
2.45 -0.408387 0.142857 0.0323713
2.55 0.161404 0 0.0393136
2.65 0.161404 0 0.050929
2.75 0.161404 0 0.0596971
2.9 0.161404 0 0.152497
3.1 0.161404 0 0.211555
3.3 0.161404 0 0.276006
3.5 -0.245684 1 0.359869
3.7 0.161404 0 0.44773
3.95 0.161404 0 0.972001
4.25 0.0462012 0.5 1.04914
4.55 -0.16217 2 0.941388
4.85 0.161404 0 1.04154
&
C.11_ N.ar2 2.50877 3.71197
1.55 0.0474357 0 5.14813e-05
1.65 0.0474357 0 0.000189705
1.75 0.0474357 0 0.000532653
1.85 0.0474357 0 0.00140525
1.95 0.0474357 0 0.00320818
2.05 0.0474357 0 0.00558582
2.15 0.0474357 0 0.00798629
2.25 0.0474357 0 0.0114752
2.35 0.0474357 0 0.0155505
2.45 0.0474357 0 0.021068
2.55 0.0474357 0 0.0255855
2.65 0.0474357 0 0.0331438
2.75 0.0474357 0 0.0388494
2.9 0.0474357 0 0.099236
3.1 0.0474357 0 0.137666
3.3 0.0315874 0.00877193 0.179605
3.5 -0.0537623 0.5 0.234176
3.7 0.0474357 0 0.291349
3.95 0.0102454 0.5 0.6325
4.25 0.0474357 0 0.682697
4.55 0 1 0.61258
4.85 0.0128434 0.5 0.677752
&
C.11_ N.ar2_h 5.03509 14.6453
1.55 1.34919 0 0.000173662
1.65 1.34919 0 0.000719015
1.75 1.34919 0 0.00207209
1.85 1.34919 0 0.00551487
1.95 1.34919 0 0.0126282
2.05 1.34919 0 0.022009
2.15 1.34919 0 0.0314799
2.25 1.34919 0 0.0452453
2.35 1.34919 0 0.0613242
2.45 1.34919 0 0.083093
2.55 1.34919 0 0.100916
2.65 1.34919 0 0.130737
2.75 1.34919 0 0.153248
2.9 1.34919 0 0.391499
3.1 1.34919 0 0.543122
3.3 1.34919 0 0.70859
3.5 0.481011 0.25 0.923895
3.7 1.34919 0 1.14947
3.95 0 2 2.49546
4.25 0.801478 0.508772 2.69351
4.55 0.150692 1.26754 2.41686
4.85 0.639359 1.00877 2.67399
&
C.11_ N.pl31_nq 6.96303 10.0248
1.55 0.661653 0 0.000122027
1.65 0.661653 0 0.000495323
1.75 0.661653 0 0.00142151
1.85 0.661653 0 0.0037781
1.95 0.661653 0 0.0086472
2.05 0.661653 0 0.0150684
2.15 0.661653 0 0.0215512
2.25 0 0.00877193 0.0309737
2.35 0.661653 0 0.0419797
2.45 0.661653 0 0.0568805
2.55 0.661653 0 0.0690806
2.65 0.43298 0.00877193 0.0894931
2.75 0.661653 0 0.104902
2.9 -0.713127 1.02632 0.267985
3.1 0.469747 0.0263158 0.371771
3.3 0.0637498 0.105263 0.485035
3.5 0 0.175439 0.632412
3.7 -0.327684 1.39474 0.786816
3.95 -0.0987462 2.0614 1.70815
4.25 0.0578357 0.677945 1.84372
4.55 0.0202608 0.66886 1.65435
4.85 0.123621 0.809211 1.83036
&
C.11_ N.pl31_r 16.3333 13.5759
1.55 1.58839 0 0.00016171
1.65 1.58839 0 0.000667239
1.75 1.58839 0 0.00192151
1.85 1.58839 0 0.00511287
1.95 1.58839 0 0.0117068
2.05 1.58839 0 0.0204025
2.15 1.58839 0 0.0291818
2.25 1.58839 0 0.041942
2.35 1.58839 0 0.0568466
2.45 1.58839 0 0.0770258
2.55 1.58839 0 0.0935475
2.65 1.58839 0 0.121191
2.75 1.58839 0 0.142058
2.9 1.58839 0 0.36291
3.1 1.58839 0 0.503461
3.3 -0.369272 2.66667 0.656845
3.5 -0.0501066 1.16667 0.856428
3.7 -0.0462798 1.16667 1.06553
3.95 0.525408 0.833333 2.31323
4.25 -0.00103793 2.5 2.49681
4.55 -0.0331923 2.33333 2.24037
4.85 -0.562 5.66667 2.47872
&
C.11_ N.pl32_N 68.8838 75.1756
1.55 5.74816 0 0.000850088
1.65 5.74816 0 0.00364943
1.75 5.74816 0 0.0105949
1.85 5.74816 0 0.0282669
1.95 5.74816 0 0.0647802
2.05 5.74816 0 0.112933
2.15 5.74816 0 0.161547
2.25 5.74816 0 0.232206
2.35 5.74816 0 0.31474
2.45 5.74816 0 0.426481
2.55 5.74816 0 0.517969
2.65 5.74816 0 0.671043
2.75 5.74816 0 0.786592
2.9 0.319495 1 2.00955
3.1 1.59875 0.125 2.78784
3.3 0.109101 2 3.6372
3.5 -0.439146 8.25877 4.74238
3.7 -0.219007 7.51754 5.90026
3.95 0.215733 8.41078 12.8093
4.25 0.356535 8.29518 13.8259
4.55 0 13.5419 12.4059
4.85 -0.292166 19.7347 13.7258
&
C.11_ N.pl32_r 9.66667 5.98793
1.55 0.610738 0 7.69151e-05
1.65 0.610738 0 0.00029989
1.75 0.610738 0 0.000853112
1.85 0.610738 0 0.00226073
1.95 0.610738 0 0.00516911
2.05 0.610738 0 0.00900457
2.15 0.610738 0 0.0128769
2.25 0.610738 0 0.018505
2.35 0.610738 0 0.0250791
2.45 0.610738 0 0.0339795
2.55 0.610738 0 0.0412668
2.65 0.610738 0 0.0534595
2.75 0.610738 0 0.0626633
2.9 0.610738 0 0.160075
3.1 0.610738 0 0.222068
3.3 0.610738 0 0.289722
3.5 0.610738 0 0.377752
3.7 -0.381458 2.16667 0.46998
3.95 -0.521192 3.66667 1.0203
4.25 -0.532005 2.83333 1.10128
4.55 -0.0056655 1 0.98817
4.85 0.610738 0 1.0933
&
C.11_ O.21_O 64.5428 75.0236
1.55 5.72988 0 0.00084839
1.65 5.72988 0 0.00364207
1.75 5.72988 0 0.0105735
1.85 5.72988 0 0.0282098
1.95 5.72988 0 0.0646493
2.05 5.72988 0 0.112704
2.15 5.72988 0 0.161221
2.25 5.72988 0 0.231737
2.35 5.72988 0 0.314104
2.45 0.942134 0.0263158 0.425619
2.55 5.72988 0 0.516922
2.65 1.41114 0.00877193 0.669686
2.75 1.42883 0.0175439 0.785002
2.9 -0.0991101 2.34211 2.00549
3.1 -0.224307 5.52224 2.78221
3.3 0 3.66159 3.62985
3.5 0.264932 2.97224 4.73279
3.7 0.237359 3.52444 5.88833
3.95 0.165926 7.82957 12.7834
4.25 0.23403 9.42763 13.798
4.55 0 12.797 12.3808
4.85 -0.0789072 16.4133 13.698
&
C.11_ O.21_nq 3.43891 9.44818
1.55 0.580718 0 0.000115583
1.65 0.580718 0 0.000467409
1.75 0.580718 0 0.00134032
1.85 0.580718 0 0.00356137
1.95 0.580718 0 0.00815041
2.05 0.580718 0 0.0142023
2.15 0.580718 0 0.0203123
2.25 0.580718 0 0.0291928
2.35 0.580718 0 0.0395657
2.45 0.580718 0 0.0536095
2.55 0.580718 0 0.0651078
2.65 0.580718 0 0.0843464
2.75 0.358153 0.00877193 0.0988688
2.9 -0.568726 0.675439 0.252572
3.1 -0.0454079 0.385965 0.350389
3.3 0 0.157895 0.457138
3.5 0 0.307018 0.596038
3.7 0 0.236842 0.741562
3.95 0.271463 0.221805 1.6099
4.25 0.549956 0.0175439 1.73767
4.55 0.345829 0.16886 1.5592
4.85 0.0089347 1.25877 1.72508
&
C.11_ O.31_st 4.00877 16.5356
1.55 1.62314 0 0.000194786
1.65 1.62314 0 0.000810528
1.75 1.62314 0 0.00233825
1.85 1.62314 0 0.00622539
1.95 1.62314 0 0.0142568
2.05 1.62314 0 0.0248484
2.15 1.62314 0 0.0355418
2.25 1.62314 0 0.0510839
2.35 1.62314 0 0.069238
2.45 1.62314 0 0.0938165
2.55 1.62314 0 0.11394
2.65 1.62314 0 0.14761
2.75 1.62314 0 0.173027
2.9 1.62314 0 0.442029
3.1 1.62314 0 0.613221
3.3 1.62314 0 0.800047
3.5 0.0344534 1 1.04314
3.7 1.62314 0 1.29783
3.95 0.548567 1.00877 2.81755
4.25 1.62314 0 3.04116
4.55 0 1 2.72881
4.85 0.55233 1 3.01913
&
C.11_ O.31_y 19.1101 11.3307
1.55 1.96866 0 0.00013662
1.65 1.96866 0 0.000558545
1.75 1.96866 0 0.00160538
1.85 1.96866 0 0.00426896
1.95 1.96866 0 0.00977234
2.05 1.96866 0 0.01703
2.15 1.96866 0 0.0243574
2.25 1.96866 0 0.0350073
2.35 1.96866 0 0.047447
2.45 1.96866 0 0.0642889
2.55 1.96866 0 0.0780782
2.65 -0.827305 0.25 0.10115
2.75 -0.643689 0.375 0.118566
2.9 0.264285 0.125 0.302894
3.1 -0.214188 2.125 0.4202
3.3 -0.464687 2.125 0.548218
3.5 -0.327571 1.5 0.714793
3.7 1.96866 0 0.889312
3.95 0 2 1.93067
4.25 -0.0691756 2.60132 2.08389
4.55 -0.061386 2.21711 1.86986
4.85 0 5.79167 2.06879
&
C.11_ O.co21 16.9559 32.4284
1.55 3.38027 0 0.000372388
1.65 3.38027 0 0.00157994
1.75 3.38027 0 0.00457598
1.85 3.38027 0 0.0121991
1.95 3.38027 0 0.0279498
2.05 3.38027 0 0.0487213
2.15 3.38027 0 0.0696922
2.25 3.38027 0 0.100172
2.35 3.38027 0 0.135775
2.45 3.38027 0 0.183976
2.55 3.38027 0 0.223441
2.65 3.38027 0 0.289473
2.75 3.38027 0 0.339317
2.9 1.0246 0.00877193 0.866864
3.1 3.38027 0 1.20259
3.3 0.110522 1.4 1.56898
3.5 0.686394 1 2.04572
3.7 0.71359 1.20877 2.54519
3.95 1.58812 1 5.52555
4.25 0.895082 2.33333 5.96408
4.55 0.773989 1.82957 5.35152
4.85 -0.0760124 8.17544 5.92087
&
C.11_ S.31 3.16917 4.098
1.55 0.063019 0 5.57952e-05
1.65 0.063019 0 0.000208394
1.75 0.063019 0 0.000587006
1.85 0.063019 0 0.00155035
1.95 0.063019 0 0.00354078
2.05 0.063019 0 0.00616567
2.15 0.063019 0 0.00881578
2.25 0.063019 0 0.0126676
2.35 0.063019 0 0.0171667
2.45 0.063019 0 0.0232579
2.55 0.063019 0 0.0282452
2.65 0.063019 0 0.0365896
2.75 0.063019 0 0.0428884
2.9 0.063019 0 0.109555
3.1 0.063019 0 0.151981
3.3 0.063019 0 0.198282
3.5 0.063019 0 0.258528
3.7 0.063019 0 0.321646
3.95 0.063019 0 0.698276
4.25 -0.0734986 2 0.753693
4.55 0.0616645 0.0175439 0.676284
4.85 -0.0341251 1.15163 0.748233
&
C.11_ S.32 5.75 5.9282
1.55 0.179684 0 7.62477e-05
1.65 0.179684 0 0.000296998
1.75 0.179684 0 0.000844702
1.85 0.179684 0 0.00223829
1.95 0.179684 0 0.00511765
2.05 0.179684 0 0.00891486
2.15 0.179684 0 0.0127485
2.25 0.179684 0 0.0183206
2.35 0.179684 0 0.024829
2.45 0.179684 0 0.0336407
2.55 0.179684 0 0.0408553
2.65 0.179684 0 0.0529264
2.75 0.179684 0 0.0620384
2.9 0.179684 0 0.158479
3.1 0 0.25 0.219853
3.3 0.179684 0 0.286832
3.5 0 0.45 0.373984
3.7 0.00167812 0.4 0.465292
3.95 0.179684 0 1.01013
4.25 -0.0364436 1.325 1.0903
4.55 0 0.75 0.978314
4.85 -0.156049 2.575 1.0824
&
C.11_ c.33 21.8024 14.2
1.55 2.30512 0 0.000168685
1.65 2.30512 0 0.000697457
1.75 2.30512 0 0.00200939
1.85 2.30512 0 0.00534749
1.95 2.30512 0 0.0122445
2.05 2.30512 0 0.0213401
2.15 2.30512 0 0.030523
2.25 2.30512 0 0.0438699
2.35 2.30512 0 0.0594598
2.45 2.30512 0 0.0805667
2.55 2.30512 0 0.097848
2.65 2.30512 0 0.126762
2.75 2.30512 0 0.148589
2.9 2.30512 0 0.379595
3.1 2.30512 0 0.526608
3.3 2.30512 0 0.687045
3.5 0 0.142857 0.895803
3.7 0.278055 0.5 1.11452
3.95 0 1.7 2.41958
4.25 0 2.525 2.61161
4.55 -0.26736 3.13095 2.34337
4.85 -1.05094 13.8036 2.59269
&
C.12C_ C.23_C 269.68 352.413
1.55 10.168 0 0.000229492
1.65 10.168 0 0.00108361
1.75 10.168 0 0.00235023
1.85 10.168 0 0.00507684
1.95 10.168 0 0.00839966
2.05 10.168 0 0.0132931
2.15 10.168 0 0.0208927
2.25 10.168 0 0.0301915
2.35 10.168 0 0.0479951
2.45 10.168 0 0.0974085
2.55 10.168 0 0.190375
2.65 10.168 0 0.395872
2.75 10.168 0 0.702961
2.9 10.168 0 2.78535
3.1 10.168 0 5.31409
3.3 1.11144 1.15925 8.91609
3.5 0.7554 5.98517 13.6921
3.7 0.444051 9.96292 19.9729
3.95 0.0100336 27.5128 43.6536
4.25 0.0415866 50.5654 63.9661
4.55 -0.0448714 85.3914 81.6444
4.85 0 89.1025 110.953
&
C.12C_ C.23_de 38.2253 69.6201
1.55 5.52105 0 5.33611e-05
1.65 5.52105 0 0.000222094
1.75 5.52105 0 0.000472318
1.85 5.52105 0 0.00101097
1.95 5.52105 0 0.0016674
2.05 5.52105 0 0.00263411
2.15 5.52105 0 0.00413543
2.25 5.52105 0 0.00597243
2.35 5.52105 0 0.00948957
2.45 5.52105 0 0.0192513
2.55 5.52105 0 0.0376171
2.65 5.52105 0 0.0782135
2.75 5.52105 0 0.13888
2.9 5.52105 0 0.550261
3.1 0 0.166667 1.04982
3.3 0.210603 0.333333 1.7614
3.5 0.109818 0.666667 2.70491
3.7 0 2.83333 3.9457
3.95 0 2.66667 8.62387
4.25 0 8.38421 12.6367
4.55 0 10.4719 16.1291
4.85 0.189747 12.7025 21.919
&
C.12C_ C.23_nq 14.3315 43.1226
1.55 4.1655 0 3.68578e-05
1.65 4.1655 0 0.000141371
1.75 4.1655 0 0.000296359
1.85 4.1655 0 0.000629998
1.95 4.1655 0 0.00103659
2.05 4.1655 0 0.00163537
2.15 4.1655 0 0.00256529
2.25 4.1655 0 0.00370313
2.35 4.1655 0 0.00588164
2.45 4.1655 0 0.0119281
2.55 4.1655 0 0.0233038
2.65 4.1655 0 0.0484492
2.75 4.1655 0 0.0860258
2.9 4.1655 0 0.340835
3.1 0.289706 0.0833333 0.650261
3.3 0.0466268 1 1.09102
3.5 0.00113004 1.00877 1.67542
3.7 0 2 2.44397
3.95 0.0803263 1.18452 5.34163
4.25 0 4.58553 7.82715
4.55 0.098257 1.81579 9.99033
4.85 0.527259 2.65351 13.5766
&
C.12C_ C.23_r 15.25 30.3299
1.55 3.19893 0 2.88902e-05
1.65 3.19893 0 0.000102398
1.75 3.19893 0 0.000211408
1.85 3.19893 0 0.00044607
1.95 3.19893 0 0.000732043
2.05 3.19893 0 0.00115319
2.15 3.19893 0 0.00180724
2.25 3.19893 0 0.00260752
2.35 3.19893 0 0.00413976
2.45 3.19893 0 0.00839245
2.55 3.19893 0 0.0163935
2.65 3.19893 0 0.0340792
2.75 3.19893 0 0.0605083
2.9 3.19893 0 0.239726
3.1 3.19893 0 0.457358
3.3 0 0.166667 0.767358
3.5 3.19893 0 1.17839
3.7 3.19893 0 1.71894
3.95 0.00943782 0.375 3.75698
4.25 0.110403 4.90909 5.50515
4.55 0.333927 3.42424 7.0266
4.85 0 6.375 9.54898
&
C.12C_ C.31 577.614 410.859
1.55 11.5479 0 0.000265893
1.65 11.5479 0 0.00126166
1.75 11.5479 0 0.00273834
1.85 11.5479 0 0.00591716
1.95 11.5479 0 0.00979105
2.05 11.5479 0 0.015496
2.15 11.5479 0 0.024356
2.25 11.5479 0 0.035197
2.35 11.5479 0 0.0559532
2.45 11.5479 0 0.113562
2.55 11.5479 0 0.221946
2.65 11.5479 0 0.461524
2.75 11.5479 0 0.819542
2.9 1.33765 0.125 3.24729
3.1 3.25555 0.00877193 6.19541
3.3 0.518566 5.56739 10.3948
3.5 0.0625184 14.5526 15.9628
3.7 -0.126169 45.4548 23.2853
3.95 -0.369355 120.196 50.8933
4.25 -0.113275 125.826 74.5746
4.55 -0.0897013 127.95 95.1848
4.85 -0.0403728 137.933 129.354
&
C.12C_ C.32 458.253 528.287
1.55 11.3059 0 0.00033903
1.65 11.3059 0 0.0016194
1.75 11.3059 0 0.00351813
1.85 11.3059 0 0.00760548
1.95 11.3059 0 0.0125866
2.05 11.3059 0 0.0199221
2.15 11.3059 0 0.0313144
2.25 11.3059 0 0.0452538
2.35 11.3059 0 0.0719423
2.45 11.3059 0 0.146016
2.55 11.3059 0 0.285378
2.65 11.3059 0 0.59343
2.75 11.3059 0 1.05377
2.9 0 1.68182 4.1754
3.1 0.543667 2.82095 7.96611
3.3 0.171739 4.69036 13.3657
3.5 0 16.3846 20.5252
3.7 -0.0955665 34.1438 29.9405
3.95 -0.345773 92.471 65.4391
4.25 0 88.4532 95.8888
4.55 0 106.193 122.39
4.85 0.0911694 111.414 166.324
&
C.12C_ C.32_g_CA 69.9854 67.5401
1.55 5.55658 0 5.20656e-05
1.65 5.55658 0 0.000215757
1.75 5.55658 0 0.000458505
1.85 5.55658 0 0.000981062
1.95 5.55658 0 0.00161788
2.05 5.55658 0 0.00255571
2.15 5.55658 0 0.00401218
2.25 5.55658 0 0.0057943
2.35 5.55658 0 0.00920635
2.45 5.55658 0 0.0186765
2.55 5.55658 0 0.0364935
2.65 5.55658 0 0.0758771
2.75 5.55658 0 0.134731
2.9 5.55658 0 0.533822
3.1 0 1 1.01845
3.3 1.03616 0.125 1.70878
3.5 -0.722865 6.50661 2.6241
3.7 -0.449718 7.19876 3.82781
3.95 -0.593412 16.7631 8.36622
4.25 0.0930381 11.1056 12.2591
4.55 0 14.0466 15.6472
4.85 0.024368 13.2397 21.2641
&
C.12C_ C.33 100.593 102.147
1.55 6.60932 0 7.36197e-05
1.65 6.60932 0 0.000321186
1.75 6.60932 0 0.000688316
1.85 6.60932 0 0.00147863
1.95 6.60932 0 0.00244175
2.05 6.60932 0 0.00386011
2.15 6.60932 0 0.00606286
2.25 6.60932 0 0.00875812
2.35 6.60932 0 0.0139185
2.45 6.60932 0 0.028241
2.55 6.60932 0 0.0551874
2.65 6.60932 0 0.114751
2.75 6.60932 0 0.203761
2.9 6.60932 0 0.807343
3.1 6.60932 0 1.5403
3.3 6.60932 0 2.58434
3.5 2.06509 0.5 3.96866
3.7 1.24036 1.61111 5.78915
3.95 0.106453 11.3741 12.653
4.25 0 18.8004 18.5406
4.55 0 24.1091 23.6647
4.85 -0.317723 44.1986 32.1597
&
C.12C_ C.33_CA 252.472 325.015
1.55 9.91083 0 0.000212427
1.65 9.91083 0 0.00100014
1.75 9.91083 0 0.00216829
1.85 9.91083 0 0.00468293
1.95 9.91083 0 0.00774741
2.05 9.91083 0 0.0122604
2.15 9.91083 0 0.0192692
2.25 9.91083 0 0.0278451
2.35 9.91083 0 0.0442645
2.45 9.91083 0 0.0898364
2.55 9.91083 0 0.175575
2.65 9.91083 0 0.365096
2.75 9.91083 0 0.648311
2.9 9.91083 0 2.56881
3.1 1.62129 0.0327869 4.90095
3.3 0.929092 1.01639 8.22292
3.5 0 8.86885 12.6276
3.7 0 15.8751 18.4201
3.95 0.144535 20.5566 40.2598
4.25 0 45.5732 58.9932
4.55 0 74.8829 75.297
4.85 0.0329738 85.6664 102.327
&
C.12C_ C.ar2 563.922 459.626
1.55 11.467 0 0.000296267
1.65 11.467 0 0.00141023
1.75 11.467 0 0.00306218
1.85 11.467 0 0.0066183
1.95 11.467 0 0.010952
2.05 11.467 0 0.0173342
2.15 11.467 0 0.0272458
2.25 11.467 0 0.0393735
2.35 11.467 0 0.0625934
2.45 11.467 0 0.12704
2.55 11.467 0 0.248289
2.65 11.467 0 0.516303
2.75 11.467 0 0.916816
2.9 2.02697 0.0175439 3.63272
3.1 0.243898 1.53484 6.93077
3.3 0 7.69558 11.6286
3.5 -0.0650992 19.8118 17.8575
3.7 -0.269117 42.203 26.0491
3.95 -0.136331 90.2023 56.9341
4.25 -0.132433 129.131 83.4262
4.55 -0.00584397 127.89 106.483
4.85 0 145.436 144.707
&
C.12C_ C.ar2_h 76.7115 66.3456
1.55 5.81482 0 5.13217e-05
1.65 5.81482 0 0.000212118
1.75 5.81482 0 0.000450573
1.85 5.81482 0 0.000963888
1.95 5.81482 0 0.00158944
2.05 5.81482 0 0.00251069
2.15 5.81482 0 0.0039414
2.25 5.81482 0 0.005692
2.35 5.81482 0 0.00904371
2.45 5.81482 0 0.0183463
2.55 5.81482 0 0.0358483
2.65 5.81482 0 0.0745353
2.75 -0.412134 1 0.132348
2.9 5.81482 0 0.524381
3.1 0.146696 0.863636 1.00044
3.3 0 4.22727 1.67856
3.5 0 4.29545 2.57769
3.7 -0.0511677 5.0336 3.76012
3.95 -0.390761 17.9345 8.21826
4.25 0.00489971 11.9833 12.0423
4.55 0.175748 12.8877 15.3704
4.85 0 18.486 20.8881
&
C.12C_ C.ar3 121.728 135.677
1.55 7.42017 0 9.4503e-05
1.65 7.42017 0 0.000423333
1.75 7.42017 0 0.000910975
1.85 7.42017 0 0.00196071
1.95 7.42017 0 0.00323997
2.05 7.42017 0 0.00512392
2.15 7.42017 0 0.00804973
2.25 7.42017 0 0.0116297
2.35 7.42017 0 0.018484
2.45 7.42017 0 0.0375079
2.55 7.42017 0 0.0732994
2.65 7.42017 0 0.152415
2.75 7.42017 0 0.270642
2.9 7.42017 0 1.07235
3.1 7.42017 0 2.0459
3.3 7.42017 0 3.43265
3.5 0.496384 0.707219 5.27137
3.7 0.325454 1.1385 7.68945
3.95 0.286226 10.6023 16.8064
4.25 0 24.9413 24.6266
4.55 0 33.4601 31.4326
4.85 0 50.8791 42.7162
&
C.12C_ C.ar3_y_CZ 47.1417 48.0658
1.55 4.49217 0 3.99366e-05
1.65 4.49217 0 0.00015643
1.75 4.49217 0 0.000329185
1.85 4.49217 0 0.00070107
1.95 4.49217 0 0.00115427
2.05 4.49217 0 0.00182169
2.15 4.49217 0 0.00285821
2.25 4.49217 0 0.00412648
2.35 4.49217 0 0.00655471
2.45 4.49217 0 0.0132942
