&
B C.23_C 58.6425 167.799
1.65 13.1747 0 0.328188
1.75 13.1747 0 0.595602
1.85 13.1747 0 0.913691
1.95 13.1747 0 1.29631
2.05 13.1747 0 1.7332
2.15 13.1747 0 2.19855
2.25 13.1747 0 2.74309
2.35 13.1747 0 3.35661
2.45 13.1747 0 4.0381
2.55 13.1747 0 4.84125
2.65 13.1747 0 5.7179
2.75 13.1747 0 6.76438
2.9 1.13047 0.195798 17.1383
3.1 0.192316 2.72478 22.9712
3.3 0.593501 4.57087 30.2971
3.5 0 15.563 39.316
3.7 0.0525389 17.1167 50.0926
3.95 0.0585256 41.3647 98.7489
4.25 0.195181 77.4032 129.545
4.55 -0.00237364 226.29 164.569
4.85 0.157124 123.407 220.369
&
N.41 C.ar3_y_CZ 244.13 286.145
1.55 10.0617 0 0.0485251
1.65 10.0617 0 0.116273
1.75 10.0617 0 0.211008
1.85 10.0617 0 0.323697
1.95 10.0617 0 0.459246
2.05 10.0617 0 0.614021
2.15 10.0617 0 0.778878
2.25 10.0617 0 0.971793
2.35 10.0617 0 1.18914
2.45 0.435771 0.1 1.43057
2.55 10.0617 0 1.7151
2.65 10.0617 0 2.02567
2.75 10.0617 0 2.3964
2.9 2.28274 0.45 6.07152
3.1 1.279 1.14348 8.13795
3.3 0.482159 3.04556 10.7333
3.5 -0.159015 17.3886 13.9284
3.7 0.0186283 17.4186 17.7461
3.95 -0.370719 60.1453 34.9834
4.25 -0.136647 52.6135 45.8934
4.55 0 49.621 58.3012
4.85 0.128201 42.2039 78.0695
&
N.41 N.41 80.8651 147.691
1.55 8.07783 0 0.0250506
1.65 8.07783 0 0.0600179
1.75 8.07783 0 0.108915
1.85 8.07783 0 0.167078
1.95 8.07783 0 0.23704
2.05 8.07783 0 0.316926
2.15 8.07783 0 0.402016
2.25 8.07783 0 0.501587
2.35 8.07783 0 0.613769
2.45 8.07783 0 0.73838
2.55 8.07783 0 0.885238
2.65 1.42719 0.250663 1.04553
2.75 0.0932995 0.465909 1.23689
2.9 -0.207726 3.8575 3.13376
3.1 -0.154941 4.90449 4.20034
3.3 0 2.66578 5.53989
3.5 -0.437643 11.1374 7.18901
3.7 -0.0857134 9.9795 9.15952
3.95 0 10.4353 18.0564
4.25 0.136117 9.52238 23.6875
4.55 0.133926 15.1101 30.0916
4.85 0.403635 12.5361 40.2949
&
N.41 N.ar2 47.5089 96.105
1.55 6.78961 0 0.0163043
1.65 6.78961 0 0.0390581
1.75 6.78961 0 0.0708762
1.85 6.78961 0 0.108724
1.95 6.78961 0 0.154249
2.05 6.78961 0 0.206232
2.15 6.78961 0 0.261602
2.25 6.78961 0 0.326394
2.35 6.78961 0 0.399393
2.45 6.78961 0 0.480479
2.55 6.78961 0 0.576042
2.65 6.78961 0 0.680349
2.75 0 0.142857 0.804865
2.9 0.726169 0.237923 2.03919
3.1 1.20751 0.106713 2.73323
3.3 0 2.03323 3.6049
3.5 0 1.2989 4.67801
3.7 0 4.57047 5.96025
3.95 0 9.9037 11.7496
4.25 0.035856 10.1313 15.4138
4.55 0.195201 9.967 19.5811
4.85 0.074176 9.11676 26.2205
&
N.41 N.ar2_h 852.995 379.176
1.55 13.3383 0 0.0642983
1.65 13.3383 0 0.154072
1.75 13.3383 0 0.279608
1.85 13.3383 0 0.428933
1.95 13.3383 0 0.608552
2.05 13.3383 0 0.813647
2.15 13.3383 0 1.0321
2.25 13.3383 0 1.28774
2.35 0.256497 0.5 1.57575
2.45 0.35028 0.181592 1.89567
2.55 0 0.716606 2.27271
2.65 0.412104 1.18634 2.68424
2.75 -0.23468 4.01545 3.17551
2.9 -0.671113 30.1299 8.04548
3.1 -0.832227 84.4932 10.7837
3.3 -1.23904 317.306 14.2228
3.5 -0.740503 140.184 18.4567
3.7 0 21.88 23.5157
3.95 0.345161 18.54 46.3572
4.25 0.25464 37.4319 60.8141
4.55 0.12343 45.7239 77.256
4.85 0 150.707 103.451
&
N.41 N.pl31_nq 283.458 259.547
1.55 10.0334 0 0.0440155
1.65 10.0334 0 0.105466
1.75 10.0334 0 0.191395
1.85 10.0334 0 0.293609
1.95 10.0334 0 0.416558
2.05 10.0334 0 0.556946
2.15 10.0334 0 0.706479
2.25 10.0334 0 0.881463
2.35 10.0334 0 1.07861
2.45 1.44217 0.0769231 1.29759
2.55 2.22398 0.0131579 1.55568
2.65 0.224463 0.421491 1.83737
2.75 -0.117975 2.44583 2.17365
2.9 0 3.37945 5.50715
3.1 0 6.82294 7.3815
3.3 0.111236 8.66699 9.73557
3.5 -0.197203 16.8006 12.6337
3.7 -0.183119 31.7423 16.0966
3.95 -0.142356 53.4925 31.7316
4.25 -0.0750465 52.6534 41.6274
4.55 0 50.6346 52.8819
4.85 0.12746 56.3079 70.8127
&
N.41 N.pl31_r 171.241 351.486
1.55 10.6786 0 0.0596035
1.65 10.6786 0 0.142821
1.75 10.6786 0 0.25919
1.85 10.6786 0 0.397611
1.95 10.6786 0 0.564112
2.05 10.6786 0 0.75423
2.15 10.6786 0 0.956732
2.25 0 0.5 1.1937
2.35 1.072 0.5 1.46068
2.45 0.433368 0.111111 1.75724
2.55 1.43822 0.5 2.10674
2.65 0.652781 0.5 2.48822
2.75 0 0.986111 2.94362
2.9 0.0127913 2.1587 7.45795
3.1 0.584103 0.877208 9.99625
3.3 0.275566 4.32806 13.1842
3.5 0.594554 4.68359 17.1089
3.7 0.164046 7.82487 21.7985
3.95 0 23.377 42.9719
4.25 0.115977 28.0205 56.3731
4.55 0.0386899 42.7644 71.6143
4.85 0.0515416 54.1093 95.8967
&
N.41 N.pl32_N 1614.55 1946.34
1.55 15.8132 0 0.330006
1.65 15.8132 0 0.79082
1.75 15.8132 0 1.43521
1.85 15.8132 0 2.2017
1.95 15.8132 0 3.1237
2.05 15.8132 0 4.17647
2.15 15.8132 0 5.29781
2.25 15.8132 0 6.61001
2.35 15.8132 0 8.08839
2.45 3.08713 0.00877193 9.73057
2.55 0.898787 1.00617 11.6659
2.65 1.58879 0.0769231 13.7784
2.75 1.17579 0.293755 16.3001
2.9 0.540784 6.96471 41.298
3.1 0.568147 6.66165 55.3537
3.3 0.770536 9.16942 73.0068
3.5 0.664104 25.8997 94.7397
3.7 0.331798 50.7658 120.708
3.95 0 249.456 237.955
4.25 0 267.615 312.163
4.55 -0.129522 451.398 396.56
4.85 -0.0264006 545.229 531.023
&
N.41 N.pl32_r 25.1692 155.031
1.55 8.22328 0 0.026295
1.65 8.22328 0 0.063
1.75 8.22328 0 0.114327
1.85 8.22328 0 0.17538
1.95 8.22328 0 0.24882
2.05 8.22328 0 0.332675
2.15 8.22328 0 0.421994
2.25 8.22328 0 0.526513
2.35 8.22328 0 0.644271
2.45 8.22328 0 0.775074
2.55 0.0259587 0.0266667 0.92923
2.65 8.22328 0 1.09749
2.75 8.22328 0 1.29835
2.9 0.483081 0.485556 3.2895
3.1 1.03438 0.763333 4.40907
3.3 0.549676 0.691594 5.81519
3.5 0.41796 1.14107 7.54627
3.7 0.613658 1.54363 9.61471
3.95 0.196157 3.6219 18.9537
4.25 0.191597 4.26306 24.8646
4.55 0.299922 4.31674 31.5871
4.85 0.629853 8.31563 42.2974
&
N.41 N.pl33 23.6397 64.7535
1.55 5.60762 0 0.0109888
1.65 5.60762 0 0.0263198
1.75 5.60762 0 0.0477581
1.85 5.60762 0 0.073259
1.95 5.60762 0 0.103933
2.05 5.60762 0 0.138958
2.15 5.60762 0 0.176265
2.25 5.60762 0 0.219921
2.35 5.60762 0 0.269106
2.45 5.60762 0 0.32374
2.55 5.60762 0 0.388128
2.65 5.60762 0 0.458408
2.75 5.60762 0 0.542304
2.9 5.60762 0 1.37397
3.1 5.60762 0 1.8416
3.3 5.60762 0 2.42891
3.5 5.60762 0 3.15194
3.7 0.708329 0.333333 4.01589
3.95 0.156643 1.11396 7.91663
4.25 0.163036 3.62941 10.3855
4.55 0.216466 4.88178 13.1933
4.85 0 13.6813 17.6668
&
N.41 O.21_O 1288.55 1942.4
1.55 15.8071 0 0.329339
1.65 15.8071 0 0.789222
1.75 15.8071 0 1.4323
1.85 15.8071 0 2.19725
1.95 0.568346 1 3.11738
2.05 0 0.5 4.16802
2.15 0.314496 0.75 5.2871
2.25 0.31594 1.63333 6.59665
2.35 0.143197 2.04544 8.07205
2.45 0.148352 6.13751 9.7109
2.55 -0.0912175 12.7543 11.6423
2.65 -0.432161 34.5537 13.7505
2.75 -0.806226 81.7782 16.2671
2.9 -0.826376 177.821 41.2145
3.1 -0.385639 103.947 55.2418
3.3 0 71.4647 72.8593
3.5 0 68.5559 94.5482
3.7 0.139468 57.9387 120.464
3.95 0.25224 93.1359 237.474
4.25 0.369174 133.139 311.532
4.55 0.209971 193.595 395.759
4.85 0.25008 247.803 529.95
&
N.41 O.21_nq 279.69 244.618
1.55 9.99322 0 0.0414844
1.65 9.99322 0 0.0994001
1.75 9.99322 0 0.180387
1.85 9.99322 0 0.276722
1.95 9.99322 0 0.3926
2.05 9.99322 0 0.524913
2.15 -0.406682 1 0.665845
2.25 -0.00308761 0.833333 0.830764
2.35 -0.291896 1.36117 1.01657
2.45 -0.522127 3.17982 1.22296
2.55 -0.243741 2.98726 1.4662
2.65 -0.956826 10.1918 1.73169
2.75 -0.98493 16.2658 2.04863
2.9 -1.21751 55.4821 5.1904
3.1 -0.513224 15.9759 6.95694
3.3 -0.463849 14.5912 9.17561
3.5 -0.148045 13.8071 11.907
3.7 0.114142 8.30626 15.1708
3.95 0.123361 14.9746 29.9065
4.25 0 34.9109 39.2331
4.55 0 45.9028 49.8403
4.85 0.168717 39.9205 66.7398
&
N.41 O.31_st 633.403 428.116
1.55 12.4454 0 0.072596
1.65 12.4454 0 0.173957
1.75 12.4454 0 0.315696
1.85 12.4454 0 0.484294
1.95 12.4454 0 0.687096
2.05 1.05191 0.0149254 0.918663
2.15 1.11468 0.25 1.16531
2.25 1.03801 0.514925 1.45394
2.35 0 1.57668 1.77913
2.45 0 2.61559 2.14034
2.55 -0.341824 9.60016 2.56604
2.65 -0.824524 31.9406 3.0307
2.75 -1.28448 79.5707 3.58537
2.9 -1.01595 120.526 9.08391
3.1 -0.572977 37.5109 12.1756
3.3 -0.297332 21.6191 16.0586
3.5 0.137687 13.0179 20.8389
3.7 0 21.5299 26.5509
3.95 -0.17574 62.3967 52.3405
4.25 0.0238431 47.2726 68.6634
4.55 0 82.8697 87.2274
4.85 0 100.577 116.804
&
N.41 O.31_y 303.132 293.357
1.55 10.2347 0 0.049748
1.65 10.2347 0 0.119203
1.75 10.2347 0 0.216327
1.85 10.2347 0 0.331855
1.95 10.2347 0 0.470821
2.05 10.2347 0 0.629497
2.15 0 0.1 0.79851
2.25 10.2347 0 0.996287
2.35 10.2347 0 1.21911
2.45 0.796036 0.23538 1.46663
2.55 0 3.16952 1.75833
2.65 -0.270286 4.54895 2.07672
2.75 -0.695738 15.6162 2.4568
2.9 -1.07211 50.8734 6.22455
3.1 -0.720071 17.1418 8.34307
3.3 -0.00765314 11.4132 11.0038
3.5 0.107597 11.8554 14.2794
3.7 0.132452 9.1923 18.1934
3.95 0.331381 21.0606 35.8652
4.25 -0.187564 56.7572 47.0501
4.55 0 54.79 59.7707
4.85 0.141512 46.3775 80.0373
&
N.41 O.co21 1989.7 839.589
1.55 15.8793 0 0.14236
1.65 15.8793 0 0.341141
1.75 15.8793 0 0.619109
1.85 15.8793 0 0.949752
1.95 2.46754 0.0151515 1.34747
2.05 15.8793 0 1.8016
2.15 0.718612 1.11393 2.28532
2.25 0.0378268 2.419 2.85136
2.35 0.493139 1.8373 3.48909
2.45 -0.28327 12.6069 4.19747
2.55 -0.816554 39.117 5.03232
2.65 -1.12593 97.911 5.94357
2.75 -1.2787 153.49 7.03135
2.9 -1.02223 232.823 17.8147
3.1 -0.77322 200.962 23.8779
3.3 -0.500111 148.415 31.4929
3.5 -0.237595 121.498 40.8677
3.7 -0.18572 98.2155 52.0697
3.95 -0.323543 167.227 102.646
4.25 -0.490975 251.436 134.657
4.55 -0.101108 204.347 171.064
4.85 -0.0967673 256.27 229.067
&
N.41 S.31 88.7982 106.099
1.55 7.08612 0 0.0179989
1.65 7.08612 0 0.0431189
1.75 7.08612 0 0.0782459
1.85 7.08612 0 0.120029
1.95 7.08612 0 0.17029
2.05 7.08612 0 0.227678
2.15 7.08612 0 0.288806
2.25 7.08612 0 0.360337
2.35 7.08612 0 0.440927
2.45 0 0.5 0.530446
2.55 7.08612 0 0.635947
2.65 7.08612 0 0.751101
2.75 0.929043 0.0344828 0.888565
2.9 0.16561 0.522167 2.25126
3.1 -0.130774 3.43939 3.01747
3.3 0.302992 0.750296 3.97978
3.5 0.0530432 3.21186 5.16449
3.7 0 6.49535 6.58009
3.95 -0.78057 31.7329 12.9715
4.25 -0.303816 23.0631 17.0168
4.55 0 13.7993 21.6174
4.85 0.644424 5.24932 28.9473
&
N.41 S.32 55.3593 153.484
1.55 8.19322 0 0.0260329
1.65 8.19322 0 0.0623718
1.75 8.19322 0 0.113187
1.85 8.19322 0 0.173631
1.95 8.19322 0 0.246338
2.05 8.19322 0 0.329357
2.15 8.19322 0 0.417785
2.25 8.19322 0 0.521262
2.35 8.19322 0 0.637845
2.45 8.19322 0 0.767343
2.55 8.19322 0 0.919962
2.65 8.19322 0 1.08655
2.75 8.19322 0 1.2854
2.9 1.77077 0.0151515 3.25669
3.1 0.0208947 1.0428 4.3651
3.3 0 2.55284 5.75719
3.5 0 2.83942 7.471
3.7 0 5.25363 9.51881
3.95 0 14.4224 18.7647
4.25 0.222017 8.96644 24.6166
4.55 0.243619 11.6162 31.272
4.85 0.604297 8.65047 41.8755
&
N.41 c.33 52.1746 367.646
1.55 10.8135 0 0.0623435
1.65 10.8135 0 0.149387
1.75 10.8135 0 0.271106
1.85 10.8135 0 0.415891
1.95 10.8135 0 0.590048
2.05 10.8135 0 0.788907
2.15 10.8135 0 1.00072
2.25 10.8135 0 1.24858
2.35 10.8135 0 1.52784
2.45 10.8135 0 1.83803
2.55 10.8135 0 2.2036
2.65 10.8135 0 2.60262
2.75 10.8135 0 3.07895
2.9 10.8135 0 7.80084
3.1 10.8135 0 10.4558
3.3 1.38526 0.5 13.7904
3.5 1.35186 0.513158 17.8955
3.7 0.212649 2.35606 22.8007
3.95 0.209488 7.56528 44.9476
4.25 0.364905 9.66649 58.965
4.55 0.409639 13.0152 74.9069
4.85 0.312765 18.5584 100.306
&
N.42 C.23_C 823.995 1135.24
1.55 14.1959 0 0.000351216
1.65 14.1959 0 0.00214911
1.75 14.1959 0 0.0098837
1.85 14.1959 0 0.0394103
1.95 14.1959 0 0.140486
2.05 14.1959 0 0.329461
2.15 14.1959 0 0.653468
2.25 14.1959 0 1.08375
2.35 14.1959 0 1.61168
2.45 14.1959 0 2.2737
2.55 14.1959 0 3.07001
2.65 14.1959 0 4.07721
2.75 14.1959 0 5.24442
2.9 3.91058 0.000662691 14.8368
3.1 4.41192 0.00198807 22.7153
3.3 0.554632 6.39264 33.2895
3.5 0.539524 27.5823 47.309
3.7 0 83.6476 63.9702
3.95 0 229.688 138.418
4.25 0.197945 158.409 202.671
4.55 0.306456 128.603 271.664
4.85 0.146425 189.67 321.828
&
N.42 C.23_de 645.663 224.269
1.55 12.5029 0 7.7408e-05
1.65 12.5029 0 0.000432587
1.75 12.5029 0 0.00196057
1.85 12.5029 0 0.00779361
1.95 12.5029 0 0.0277614
2.05 12.5029 0 0.0650938
2.15 12.5029 0 0.129102
2.25 12.5029 0 0.214105
2.35 12.5029 0 0.318399
2.45 12.5029 0 0.449183
2.55 12.5029 0 0.606496
2.65 12.5029 0 0.805471
2.75 0.0354208 1 1.03606
2.9 0.381221 2.00199 2.93106
3.1 0 25.1079 4.48746
3.3 -0.335656 86.2103 6.57643
3.5 -0.350115 119.758 9.34601
3.7 -0.36049 118.466 12.6375
3.95 -0.192912 93.5018 27.3447
4.25 -0.115314 71.7351 40.0381
4.55 -0.0638139 59.2167 53.6679
4.85 -0.0769804 68.6655 63.5779
&
N.42 C.23_nq 182.086 138.912
1.55 8.70575 0 5.17525e-05
1.65 8.70575 0 0.00027175
1.75 8.70575 0 0.00121818
1.85 8.70575 0 0.00483116
1.95 8.70575 0 0.0171992
2.05 8.70575 0 0.0403228
2.15 8.70575 0 0.0799696
2.25 8.70575 0 0.132621
2.35 8.70575 0 0.19722
2.45 8.70575 0 0.278227
2.55 8.70575 0 0.375667
2.65 8.70575 0 0.498912
2.75 8.70575 0 0.641736
2.9 8.70575 0 1.8155
3.1 8.70575 0 2.77954
3.3 0.119993 1.25066 4.07344
3.5 0.896232 2.36192 5.78892
3.7 -0.133087 15.4941 7.82764
3.95 -0.0653201 35.2526 16.9373
4.25 0 46.2471 24.7996
4.55 0.0185552 28.8284 33.2419
4.85 -0.145948 52.6516 39.3801
&
N.42 C.23_r 41.948 97.7023
1.55 6.83901 0 3.93662e-05
1.65 6.83901 0 0.000194099
1.75 6.83901 0 0.000859764
1.85 6.83901 0 0.00340092
1.95 6.83901 0 0.0120998
2.05 6.83901 0 0.0283636
2.15 6.83901 0 0.0562488
2.25 6.83901 0 0.0932803
2.35 6.83901 0 0.138716
2.45 6.83901 0 0.195691
2.55 6.83901 0 0.264225
2.65 6.83901 0 0.350908
2.75 6.83901 0 0.451362
2.9 0.610504 0.00116414 1.27692
3.1 4.10782 0.000662691 1.95496
3.3 0.285168 0.558807 2.86502
3.5 3.31563 0.0125911 4.07158
3.7 0.735722 0.576585 5.5055
3.95 0.345179 4.4592 11.9127
4.25 0.24806 2.80796 17.4425
4.55 0.251187 8.23337 23.3804
4.85 0 25.2977 27.6976
&
N.42 C.31 588.868 1323.51
1.55 14.6562 0 0.000407805
1.65 14.6562 0 0.00250387
1.75 14.6562 0 0.0115212
1.85 14.6562 0 0.0459446
1.95 14.6562 0 0.163783
2.05 14.6562 0 0.384099
2.15 14.6562 0 0.761841
2.25 14.6562 0 1.26348
2.35 14.6562 0 1.87897
2.45 14.6562 0 2.65078
2.55 14.6562 0 3.57916
2.65 14.6562 0 4.7534
2.75 14.6562 0 6.11418
2.9 2.8526 0.00198807 17.2974
3.1 1.36725 1.44908 26.4825
3.3 0.543311 6.09063 38.8104
3.5 0.38439 12.8585 55.155
3.7 0.122059 22.0179 74.5793
3.95 0.247788 63.5099 161.374
4.25 0.155132 98.5924 236.283
4.55 0.312434 134.773 316.719
4.85 0.146236 249.575 375.202
&
N.42 C.32 1174.43 1701.78
1.55 15.4104 0 0.000521502
1.65 15.4104 0 0.00321665
1.75 15.4104 0 0.0148112
1.85 15.4104 0 0.0590732
1.95 15.4104 0 0.210592
2.05 15.4104 0 0.493875
2.15 15.4104 0 0.97958
2.25 15.4104 0 1.6246
2.35 15.4104 0 2.41599
2.45 15.4104 0 3.4084
2.55 15.4104 0 4.60211
2.65 15.4104 0 6.11197
2.75 3.97628 0.0239185 7.86168
2.9 2.48943 1.19268 22.2412
3.1 0.64457 6.89084 34.0515
3.3 0.787996 17.3997 49.9029
3.5 0.474689 44.1171 70.9188
3.7 0.387518 53.1215 95.8949
3.95 0.303899 112.112 207.496
4.25 0.183139 152.8 303.815
4.55 0.26986 288.349 407.24
4.85 0 498.427 482.438
&
N.42 C.32_g_CA 312.061 217.568
1.55 10.3217 0 7.53941e-05
1.65 10.3217 0 0.000419961
1.75 10.3217 0 0.0019023
1.85 10.3217 0 0.00756107
1.95 10.3217 0 0.0269323
2.05 10.3217 0 0.0631493
2.15 10.3217 0 0.125245
2.25 10.3217 0 0.207709
2.35 10.3217 0 0.308887
2.45 10.3217 0 0.435763
2.55 10.3217 0 0.588376
2.65 10.3217 0 0.781407
2.75 10.3217 0 1.0051
2.9 2.95111 0.00463883 2.84349
3.1 0.765942 0.574111 4.35339
3.3 2.10222 0.220381 6.37995
3.5 0.241631 6.5137 9.06679
3.7 -0.0825848 28.955 12.2599
3.95 -0.429603 62.9675 26.5278
4.25 -0.334679 59.2234 38.8419
4.55 -0.0588333 65.0099 52.0645
4.85 0 88.5926 61.6784
&
N.42 C.33 101.177 329.049
1.55 10.4808 0 0.000108902
1.65 10.4808 0 0.000630022
1.75 10.4808 0 0.00287189
1.85 10.4808 0 0.0114302
1.95 10.4808 0 0.040727
2.05 10.4808 0 0.0955014
2.15 10.4808 0 0.189415
2.25 10.4808 0 0.314132
2.35 10.4808 0 0.467152
2.45 10.4808 0 0.65904
2.55 10.4808 0 0.88985
2.65 10.4808 0 1.18179
2.75 10.4808 0 1.5201
2.9 1.4866 0.333333 4.30047
3.1 1.54952 0.333996 6.58403
3.3 4.95457 0.00530152 9.64898
3.5 1.24485 2.00928 13.7125
3.7 1.7701 1.27144 18.5418
3.95 0.572463 8.69283 40.1204
4.25 0.26649 18.3727 58.7441
4.55 0.265394 25.8882 78.742
4.85 0.175507 44.2703 93.2819
&
N.42 C.33_CA 660.079 1046.98
1.55 13.9531 0 0.000324688
1.65 13.9531 0 0.00198281
1.75 13.9531 0 0.00911608
1.85 13.9531 0 0.0363471
1.95 13.9531 0 0.129565
2.05 13.9531 0 0.303848
2.15 13.9531 0 0.602666
2.25 13.9531 0 0.999495
2.35 13.9531 0 1.48638
2.45 13.9531 0 2.09693
2.55 13.9531 0 2.83134
2.65 13.9531 0 3.76023
2.75 13.9531 0 4.8367
2.9 0.648527 0.33996 13.6834
3.1 0.950466 1.02452 20.9493
3.3 0.812204 2.07647 30.7015
3.5 0.572233 4.12897 43.631
3.7 0.555775 9.86541 58.9969
3.95 0.455923 40.9792 127.656
4.25 0.123719 99.4326 186.914
4.55 0.119639 160.81 250.544
4.85 -0.0643898 341.422 296.808
&
N.42 C.ar2 1167.09 1480.6
1.55 14.9927 0 0.000455022
1.65 14.9927 0 0.00279988
1.75 14.9927 0 0.0128875
1.85 14.9927 0 0.0513968
1.95 14.9927 0 0.183222
2.05 14.9927 0 0.429688
2.15 14.9927 0 0.852266
2.25 14.9927 0 1.41345
2.35 14.9927 0 2.10199
2.45 14.9927 0 2.96541
2.55 14.9927 0 4.00398
2.65 14.9927 0 5.3176
2.75 14.9927 0 6.8399
2.9 1.64094 1.87984 19.3506
3.1 0.803806 4.82439 29.6258
3.3 0.479352 16.9022 43.417
3.5 0.297878 33.8162 61.7016
3.7 0.0629377 63.5726 83.4315
3.95 0.160682 121.495 180.528
4.25 0.0317781 203.515 264.328
4.55 0.0572215 300.361 354.311
4.85 0 420.727 419.736
&
N.42 C.ar2_h 163.279 213.721
1.55 9.18624 0 7.42376e-05
1.65 9.18624 0 0.000412711
1.75 9.18624 0 0.00186883
1.85 9.18624 0 0.00742752
1.95 9.18624 0 0.0264561
2.05 9.18624 0 0.0620326
2.15 9.18624 0 0.123031
2.25 9.18624 0 0.204036
2.35 9.18624 0 0.303424
2.45 9.18624 0 0.428057
2.55 9.18624 0 0.577971
2.65 9.18624 0 0.767587
2.75 1.52149 0.0322581 0.987327
2.9 9.18624 0 2.7932
3.1 1.52785 0.252651 4.2764
3.3 0.265783 3.91057 6.26712
3.5 0.0926263 8.11844 8.90644
3.7 -0.108067 15.4571 12.0431
3.95 0.0614727 19.5875 26.0586
4.25 0.259331 22.904 38.1549
4.55 -0.0593449 56.6316 51.1437
4.85 0.22194 36.3849 60.5876
&
N.42 C.ar3 264.018 437.06
1.55 11.3323 0 0.000141366
1.65 11.3323 0 0.000833546
1.75 11.3323 0 0.00381132
1.85 11.3323 0 0.0151789
1.95 11.3323 0 0.0540925
2.05 11.3323 0 0.126847
2.15 11.3323 0 0.251588
2.25 11.3323 0 0.417244
2.35 11.3323 0 0.620493
2.45 11.3323 0 0.875368
2.55 11.3323 0 1.18194
2.65 11.3323 0 1.56971
2.75 11.3323 0 2.01908
2.9 11.3323 0 5.7121
3.1 1.19812 1.00066 8.74525
3.3 0.408261 3.18803 12.8163
3.5 0.335309 7.46908 18.2137
3.7 0.812784 5.2595 24.6282
3.95 0.084113 33.6076 53.29
4.25 0.0467869 45.3531 78.027
4.55 0.104861 61.9822 104.589
4.85 0.111986 106.158 123.902
&
N.42 C.ar3_y_CZ 186.395 154.836
1.55 8.7759 0 5.65386e-05
1.65 8.7759 0 0.000301755
1.75 8.7759 0 0.00135668
1.85 8.7759 0 0.00538382
1.95 8.7759 0 0.0191696
2.05 8.7759 0 0.044944
2.15 8.7759 0 0.0891355
2.25 8.7759 0 0.147822
2.35 8.7759 0 0.219826
2.45 8.7759 0 0.31012
2.55 8.7759 0 0.418729
2.65 8.7759 0 0.556102
2.75 8.7759 0 0.715298
2.9 0.0370435 0.833333 2.02361
3.1 1.28255 0.189922 3.09816
3.3 0.161239 3.86416 4.54039
3.5 0 8.73151 6.45251
3.7 0 12.3289 8.72494
3.95 0 24.4849 18.8789
4.25 0.0854795 25.3773 27.6424
4.55 -0.0383376 54.9201 37.0525
4.85 -0.114086 55.6651 43.8943
&
N.42 N.41 101.659 79.9171
1.55 6.95798 0 3.40205e-05
1.65 6.95798 0 0.000160587
1.75 6.95798 0 0.000705077
1.85 6.95798 0 0.00278365
1.95 6.95798 0 0.00989906
2.05 6.95798 0 0.0232023
2.15 6.95798 0 0.0460114
2.25 6.95798 0 0.0763018
2.35 6.95798 0 0.113466
2.45 6.95798 0 0.16007
2.55 0 0.166667 0.216128
2.65 0 0.167329 0.287032
2.75 -1.29585 1.50199 0.3692
2.9 0 1.69115 1.04447
3.1 -0.891377 6.79022 1.59909
3.3 -0.152114 3.21821 2.34348
3.5 0.249197 2.59511 3.33041
3.7 -0.294929 6.08454 4.50331
3.95 0.223261 7.79256 9.74416
4.25 -0.108292 15.9007 14.2674
4.55 -0.318165 26.579 19.1243
4.85 -0.252566 29.1714 22.6557
&
N.42 N.ar2 48.3436 52.0033
1.55 4.95319 0 2.56305e-05
1.65 4.95319 0 0.000107989
1.75 4.95319 0 0.000462298
1.85 4.95319 0 0.00181486
1.95 4.95319 0 0.00644497
2.05 4.95319 0 0.0151016
2.15 4.95319 0 0.0299438
2.25 4.95319 0 0.0496543
2.35 4.95319 0 0.0738378
2.45 4.95319 0 0.104164
2.55 4.95319 0 0.140642
2.65 4.95319 0 0.18678
2.75 4.95319 0 0.240248
2.9 4.95319 0 0.67966
3.1 4.95319 0 1.04056
3.3 0.859418 0.639423 1.52495
3.5 -0.232374 2.7381 2.16716
3.7 0.361966 1.81596 2.93038
3.95 0 6.98706 6.34069
4.25 0.094657 8.43956 9.28401
4.55 0 7.7201 12.4445
4.85 -0.303315 20.0034 14.7424
&
N.42 N.ar2_h 188.207 205.176
1.55 9.06385 0 7.16692e-05
1.65 9.06385 0 0.000396609
1.75 9.06385 0 0.00179451
1.85 9.06385 0 0.00713095
1.95 9.06385 0 0.0253988
2.05 9.06385 0 0.0595528
2.15 9.06385 0 0.118112
2.25 9.06385 0 0.195878
2.35 9.06385 0 0.291293
2.45 9.06385 0 0.410942
2.55 9.06385 0 0.554862
2.65 2.05997 0.0232558 0.736898
2.75 0.396612 0.490591 0.947852
2.9 -0.406544 5.83548 2.68152
3.1 -0.458426 7.03834 4.10542
3.3 -0.119724 6.78185 6.01655
3.5 0.231028 5.14087 8.55034
3.7 0 7.91292 11.5616
3.95 0.0764611 17.4574 25.0167
4.25 0 37.5944 36.6294
4.55 0 60.4829 49.0989
4.85 0.14691 39.449 58.1651
&
N.42 N.pl31_nq 237.088 140.443
1.55 9.4975 0 5.22127e-05
1.65 9.4975 0 0.000274635
1.75 9.4975 0 0.0012315
1.85 9.4975 0 0.00488431
1.95 9.4975 0 0.0173887
2.05 9.4975 0 0.0407672
2.15 9.4975 0 0.080851
2.25 9.4975 0 0.134082
2.35 9.4975 0 0.199394
2.45 3.05399 0.000662691 0.281294
2.55 0.489599 0.166667 0.379808
2.65 9.4975 0 0.504411
2.75 4.14709 0.00198807 0.64881
2.9 0.129192 1.17384 1.83551
