&
B C.23_C 58.6425 167.799
4.25 0.054211 1545.39 2134.43
4.55 0.13969 1821.52 2897.97
4.85 0.17946 2437.86 3694.87
&
c.ar2 O.31_y 7419.93 8419.83
1.55 20.207 0 0.000516296
1.65 20.207 0 0.00380962
1.75 20.207 0 0.0211551
1.85 20.207 0 0.0894748
1.95 20.207 0 0.323743
2.05 20.207 0 0.978148
2.15 4.34527 0.000174034 2.46648
2.25 4.56212 0.000270197 4.97586
2.35 0.805785 1.03571 8.49277
2.45 0.171586 1.24779 13.1393
2.55 0.908826 2.74347 19.0094
2.65 0.337713 6.73003 26.2776
2.75 0.618364 5.7937 35.0525
2.9 0.290122 41.8678 103.916
3.1 0.0241672 144.029 162.823
3.3 -0.277931 368.799 241.243
3.5 -0.35159 619.88 342.601
3.7 -0.268406 746.519 469.939
3.95 -0.184628 1222.21 1008.3
4.25 0 1308.75 1462.57
4.55 0.115546 1382.25 1985.77
4.85 0.183147 1568.07 2531.83
&
c.ar2 O.co21 14956.2 24097.6
1.55 23.3616 0 0.00145902
1.65 23.3616 0 0.0108845
1.75 23.3616 0 0.0605273
1.85 23.3616 0 0.256058
1.95 23.3616 0 0.926535
2.05 23.3616 0 2.79944
2.15 23.3616 0 7.05904
2.25 3.07867 0.502975 14.2409
2.35 3.91489 0.166667 24.3063
2.45 1.13895 1.61461 37.6046
2.55 0.611045 4.92026 54.4049
2.65 0.741596 8.85745 75.2066
2.75 0.548759 14.4979 100.32
2.9 0.204707 86.812 297.406
3.1 0 392.95 466
3.3 -0.236579 874.719 690.437
3.5 -0.187359 1182.57 980.524
3.7 0 1310.69 1344.97
3.95 0 2029.8 2885.76
4.25 0.0223111 2380.07 4185.88
4.55 0.108828 2890.02 5683.28
4.85 0.160325 3778.01 7246.1
&
c.ar2 S.31 3209.24 3045.22
1.55 17.3134 0 0.000193114
1.65 17.3134 0 0.00138422
1.75 17.3134 0 0.00765761
1.85 17.3134 0 0.032367
1.95 0 0.0458258 0.117096
2.05 0.587929 0.0064122 0.353776
2.15 2.79883 0.0185185 0.892064
2.25 2.31846 0.00494302 1.79964
2.35 1.31319 0.0188349 3.07161
2.45 1.82206 0.0314131 4.75212
2.55 1.79386 0.527517 6.87519
2.65 1.05889 1.02636 9.50392
2.75 1.20993 1.58016 12.6775
2.9 1.19166 5.86887 37.5834
3.1 0.762786 13.4447 58.8887
3.3 0.223468 60.0515 87.251
3.5 -0.0626692 163.032 123.909
3.7 -0.274579 312.153 169.964
3.95 -0.260746 623.159 364.675
4.25 -0.122608 661.454 528.973
4.55 0.00531814 665.36 718.2
4.85 0.113099 701.454 915.695
&
c.ar2 S.32 5933.22 4405.25
1.55 19.157 0 0.000274894
1.65 19.157 0 0.00199796
1.75 19.157 0 0.0110731
1.85 19.157 0 0.0468179
1.95 19.157 0 0.169387
2.05 19.157 0 0.511771
2.15 19.157 0 1.29046
2.25 0 0.333333 2.60337
2.35 19.157 0 4.44342
2.45 19.157 0 6.87446
2.55 1.02294 1 9.9457
2.65 0.267749 1.5 13.7485
2.75 1.06436 0.166937 18.3394
2.9 1.27768 2.49033 54.3686
3.1 0.642525 20.2841 85.189
3.3 0.35663 64.258 126.218
3.5 -0.0629708 246.096 179.249
3.7 -0.297186 507.1 245.872
3.95 -0.279398 1125.16 527.542
4.25 -0.177539 1219.77 765.217
4.55 -0.0276351 1251.01 1038.95
4.85 -0.0121257 1494.06 1324.65
&
c.ar2 c.33 10410.4 10552
1.55 20.8842 0 0.000644509
1.65 20.8842 0 0.00477183
1.75 20.8842 0 0.0265098
1.85 20.8842 0 0.112131
1.95 20.8842 0 0.405725
2.05 20.8842 0 1.22585
2.15 20.8842 0 3.09108
2.25 20.8842 0 6.23594
2.35 1.52553 0.000223764 10.6434
2.45 20.8842 0 16.4666
2.55 20.8842 0 23.8233
2.65 20.8842 0 32.9321
2.75 20.8842 0 43.929
2.9 1.57548 1.25 130.231
3.1 2.53735 0.718304 204.056
3.3 1.1794 10.1128 302.334
3.5 0.507692 55.1934 429.36
3.7 0.363426 183.313 588.945
3.95 0.306729 621.863 1263.64
4.25 0.211013 1456.4 1832.95
4.55 0 3108.16 2488.64
4.85 -0.0778523 4973.4 3172.98
&
c.ar3 C.23_C 25705 31817.9
1.55 24.1953 0 0.000242507
1.65 24.1953 0 0.000552847
1.75 24.1953 0 0.00107338
1.85 24.1953 0 0.00167328
1.95 24.1953 0 0.00325118
2.05 24.1953 0 0.00687001
2.15 24.1953 0 0.0141831
2.25 24.1953 0 0.0422858
2.35 24.1953 0 0.187059
2.45 0 0.333333 0.755277
2.55 24.1953 0 2.65515
2.65 24.1953 0 7.60088
2.75 24.1953 0 17.7574
2.9 24.1953 0 93.2354
3.1 1.31658 4.35642 232.271
3.3 0.86145 32.2849 467.761
3.5 0.473036 217.626 830.243
3.7 0.305013 558.273 1343.4
3.95 0.153665 1781.86 3366.13
4.25 0.0910623 4129.67 5512.02
4.55 0.0557674 7947.36 8407.62
4.85 0.0395269 11033.3 11536.2
&
c.ar3 C.23_de 5201.65 6285.7
1.55 19.3301 0 5.59324e-05
1.65 19.3301 0 0.000117241
1.75 19.3301 0 0.000220073
1.85 19.3301 0 0.000338585
1.95 19.3301 0 0.000650303
2.05 19.3301 0 0.00136521
2.15 19.3301 0 0.00280994
2.25 19.3301 0 0.00836169
2.35 19.3301 0 0.036962
2.45 19.3301 0 0.149215
2.55 19.3301 0 0.52454
2.65 19.3301 0 1.50158
2.75 19.3301 0 3.50802
2.9 2.11943 0.0721744 18.4189
3.1 1.53181 2.31841 45.8857
3.3 1.40313 11.4326 92.4073
3.5 0.40472 65.3341 164.017
3.7 0.362257 139.893 265.393
3.95 0 675.516 664.988
4.25 0.0374788 1048.86 1088.91
4.55 0.0219197 1624.93 1660.95
4.85 0.0577676 1633.29 2279
&
c.ar3 C.23_nq 4109.88 3893.36
1.55 18.0555 0 3.84505e-05
1.65 18.0555 0 7.64248e-05
1.75 18.0555 0 0.000140119
1.85 18.0555 0 0.000213525
1.95 18.0555 0 0.000406603
2.05 18.0555 0 0.000849417
2.15 18.0555 0 0.00174428
2.25 18.0555 0 0.00518303
2.35 18.0555 0 0.022898
2.45 18.0555 0 0.0924274
2.55 18.0555 0 0.324904
2.65 18.0555 0 0.930081
2.75 18.0555 0 2.17287
2.9 1.98825 0.0887384 11.4086
3.1 1.19569 3.4378 28.4216
3.3 0.58225 18.9451 57.237
3.5 0 120.585 101.592
3.7 0.104782 148.031 164.384
3.95 0 477.766 411.893
4.25 0 872.821 674.472
4.55 0 1120.39 1028.79
4.85 0.0462492 1347.81 1411.61
&
c.ar3 C.23_r 2329.07 2738.36
1.55 16.8374 0 3.00104e-05
1.65 16.8374 0 5.67192e-05
1.75 16.8374 0 0.000101518
1.85 16.8374 0 0.000153147
1.95 16.8374 0 0.000288947
2.05 16.8374 0 0.000600395
2.15 16.8374 0 0.00122979
2.25 16.8374 0 0.0036484
2.35 16.8374 0 0.0161081
2.45 16.8374 0 0.0650108
2.55 16.8374 0 0.228521
2.65 16.8374 0 0.654166
2.75 16.8374 0 1.52827
2.9 2.17057 0.016 8.02416
3.1 1.30787 1.11277 19.99
3.3 0.604813 20.9156 40.2571
3.5 0 93.3888 71.4536
3.7 0 181.978 115.618
3.95 -0.0109208 372.279 289.701
4.25 0.0634721 436.707 474.383
4.55 0.0853618 560.708 723.588
4.85 0.0797199 661.967 992.845
&
c.ar3 C.31 75482.1 37094.8
1.55 26.7869 0 0.000281068
1.65 26.7869 0 0.000642876
1.75 26.7869 0 0.00124973
1.85 26.7869 0 0.00194913
1.95 26.7869 0 0.00378871
2.05 0 0.00116822 0.00800771
2.15 0.881577 0.000174034 0.0165337
2.25 0 0.00952409 0.0492971
2.35 26.7869 0 0.21808
2.45 1.87805 0.00116822 0.880535
2.55 0.561395 0.000397798 3.0955
2.65 0 1.07449 8.86145
2.75 0 1.74616 20.7024
2.9 0.0338948 16.2391 108.698
3.1 0.278585 91.1315 270.792
3.3 0 767.952 545.337
3.5 -0.242003 2817.49 967.936
3.7 -0.318771 5399.31 1566.2
3.95 -0.315623 12497.9 3924.39
4.25 -0.257609 15982.9 6426.16
4.55 -0.16148 18101 9801.98
4.85 -0.101002 19805.3 13449.4
&
c.ar3 C.32 56404.4 47696.8
1.55 25.9128 0 0.000358542
1.65 25.9128 0 0.000823758
1.75 25.9128 0 0.00160406
1.85 25.9128 0 0.00250335
1.95 25.9128 0 0.00486871
2.05 25.9128 0 0.0102935
2.15 25.9128 0 0.0212563
2.25 -2.0667 0.500653 0.0633838
2.35 0 0.0008767 0.280407
2.45 25.9128 0 1.1322
2.55 0 0.000500619 3.98022
2.65 0.148106 1.00223 11.3941
2.75 1.21726 1.474 26.6193
2.9 0.729309 4.63698 139.765
3.1 0.633623 29.7381 348.187
3.3 0.12707 366.694 701.2
3.5 -0.0383215 1356.95 1244.58
3.7 -0.152039 3250.49 2013.84
3.95 -0.161892 7970.23 5046.02
4.25 -0.0992993 11174.7 8262.83
4.55 -0.0340841 14431.9 12603.5
4.85 0 17816.1 17293.4
&
c.ar3 C.32_g_CA 7636.91 6097.91
1.55 19.9142 0 5.45601e-05
1.65 19.9142 0 0.000114037
1.75 19.9142 0 0.000213797
1.85 19.9142 0 0.000328768
1.95 19.9142 0 0.000631173
2.05 19.9142 0 0.00132472
2.15 19.9142 0 0.00272628
2.25 19.9142 0 0.00811217
2.35 19.9142 0 0.035858
2.45 19.9142 0 0.144757
2.55 19.9142 0 0.508869
2.65 19.9142 0 1.45672
2.75 1.60267 0.000174034 3.40321
2.9 2.42581 0.00248804 17.8686
3.1 0.728979 2.96958 44.5148
3.3 0.0277761 58.2187 89.6465
3.5 -0.204699 298.265 159.116
3.7 -0.360634 624.021 257.464
3.95 -0.320496 1291.91 645.12
4.25 -0.215933 1567.94 1056.38
4.55 -0.0768383 1798 1611.32
4.85 0.00663477 1995.58 2210.92
&
c.ar3 C.33 9976.08 9222.43
1.55 20.7158 0 7.73923e-05
1.65 20.7158 0 0.000167344
1.75 20.7158 0 0.00031822
1.85 20.7158 0 0.000492102
1.95 20.7158 0 0.000949456
2.05 20.7158 0 0.00199837
2.15 20.7158 0 0.00411809
2.25 20.7158 0 0.0122637
2.35 20.7158 0 0.0542262
2.45 20.7158 0 0.218924
2.55 20.7158 0 0.769604
2.65 20.7158 0 2.20312
2.75 20.7158 0 5.14699
2.9 20.7158 0 27.0243
3.1 2.2172 0.522937 67.3238
3.3 0.793031 4.91896 135.581
3.5 0.484113 74.2287 240.646
3.7 0.192473 235.986 389.386
3.95 0.194595 751.054 975.675
4.25 0 1608.45 1597.66
4.55 0 2974.62 2436.95
4.85 0 4326.3 3343.77
&
c.ar3 C.33_CA 23862.1 29344.3
1.55 23.9525 0 0.000224431
1.65 23.9525 0 0.000510644
1.75 23.9525 0 0.000990707
1.85 23.9525 0 0.00154397
1.95 23.9525 0 0.0029992
2.05 23.9525 0 0.00633668
2.15 23.9525 0 0.0130813
2.25 23.9525 0 0.0389991
2.35 23.9525 0 0.172517
2.45 23.9525 0 0.69656
2.55 0 0.000174034 2.44873
2.65 0 0.0477931 7.00995
2.75 0.523996 0.0205822 16.3769
2.9 1.94648 0.0075258 85.9869
3.1 0.952442 1.87161 214.213
3.3 0.335754 26.255 431.395
3.5 0.176972 156.398 765.697
3.7 0.0838572 563.181 1238.96
3.95 0 2090.5 3104.44
4.25 0 4160.32 5083.49
4.55 0.00677496 7014.39 7753.98
4.85 0.0534379 9849.06 10639.3
&
c.ar3 C.ar2 66490.2 41497.7
1.55 26.4063 0 0.000313242
1.65 26.4063 0 0.000717995
1.75 26.4063 0 0.00139688
1.85 26.4063 0 0.00217929
1.95 26.4063 0 0.00423723
2.05 26.4063 0 0.00895699
2.15 26.4063 0 0.018495
2.25 26.4063 0 0.0551472
2.35 26.4063 0 0.243964
2.45 26.4063 0 0.985048
2.55 26.4063 0 3.46292
2.65 4.99476 0.000397798 9.91325
2.75 0 0.339161 23.1596
2.9 0 9.85435 121.6
3.1 0.188801 82.7598 302.933
3.3 0 851.534 610.066
3.5 -0.0112692 3172.1 1082.82
3.7 -0.144888 5596.91 1752.1
3.95 -0.132497 10822.2 4390.19
4.25 -0.101342 12910.6 7188.91
4.55 -0.0531636 15433.6 10965.4
4.85 -0.0304617 17610.3 15045.8
&
c.ar3 C.ar2_h 6248.29 5990.06
1.55 19.3122 0 5.3772e-05
1.65 19.3122 0 0.000112197
1.75 19.3122 0 0.000210192
1.85 19.3122 0 0.00032313
1.95 19.3122 0 0.000620187
2.05 19.3122 0 0.00130147
2.15 19.3122 0 0.00267824
2.25 19.3122 0 0.00796887
2.35 19.3122 0 0.035224
2.45 19.3122 0 0.142197
2.55 5.62845 0.000229305 0.49987
2.65 1.92285 0.00712017 1.43096
2.75 0.552119 0.633551 3.34303
2.9 0.140762 5.1884 17.5526
3.1 0.328966 16.5281 43.7275
3.3 0 101.716 88.0611
3.5 -0.116997 277.79 156.302
3.7 -0.254322 548.7 252.91
3.95 -0.219216 1065.65 633.711
4.25 -0.125481 1200.93 1037.7
4.55 0 1436.17 1582.82
4.85 0.0465783 1594.98 2171.81
&
c.ar3 C.ar3 15104.2 12249.7
1.55 21.9602 0 9.9514e-05
1.65 21.9602 0 0.000218993
1.75 21.9602 0 0.000419395
1.85 21.9602 0 0.000650353
1.95 21.9602 0 0.00125784
2.05 21.9602 0 0.00265106
2.15 21.9602 0 0.00546657
2.25 21.9602 0 0.0162859
2.35 21.9602 0 0.0720228
2.45 21.9602 0 0.290784
2.55 2.92481 0.000174034 1.02223
2.65 1.65342 0.000696136 2.9263
2.75 0.340836 0.646266 6.8365
2.9 0.191593 1.16028 35.8951
3.1 0.305312 8.72903 89.4229
3.3 0.154248 143.297 180.085
3.5 0 628.195 319.639
3.7 0 1161.09 517.203
3.95 0 2374.63 1295.94
4.25 0 2852.33 2122.1
4.55 0 3641.31 3236.89
4.85 0.0340165 4292.83 4441.37
&
c.ar3 C.ar3_y_CZ 5179.39 4339.66
1.55 18.7493 0 4.17118e-05
1.65 18.7493 0 8.40392e-05
1.75 18.7493 0 0.000155035
1.85 18.7493 0 0.000236856
1.95 18.7493 0 0.000452066
2.05 18.7493 0 0.00094564
2.15 18.7493 0 0.00194308
2.25 18.7493 0 0.00577602
2.35 18.7493 0 0.0255217
2.45 18.7493 0 0.103021
2.55 18.7493 0 0.362147
2.65 18.7493 0 1.0367
2.75 2.29663 0.000229305 2.42195
2.9 2.41738 0.0166128 12.7164
3.1 0.7124 3.52843 31.6796
3.3 0.574531 35.9164 63.7982
3.5 0 178.821 113.237
3.7 0 328.42 183.228
3.95 0 675.479 459.109
4.25 0 917.364 751.787
4.55 0 1287.74 1146.72
4.85 0 1752.1 1573.43
&
c.ar3 N.41 2747.25 2239.88
1.55 16.8471 0 2.63678e-05
1.65 16.8471 0 4.82147e-05
1.75 16.8471 0 8.48584e-05
1.85 16.8471 0 0.000127089
1.95 16.8471 0 0.000238169
2.05 16.8471 0 0.000492922
2.15 16.8471 0 0.00100774
2.25 -4.20436 1 0.00298608
2.35 0 0.000276855 0.0131776
2.45 -1.32467 1 0.0531784
2.55 1.09123 0.000939545 0.186924
2.65 0 0.253749 0.535087
2.75 0 0.732175 1.25007
2.9 0.555592 2.94038 6.56348
3.1 0 17.3193 16.3511
3.3 -0.2231 45.8884 32.9289
3.5 -0.271779 144.464 58.4465
3.7 -0.1816 248.823 94.5713
3.95 -0.0984533 446.76 236.965
4.25 -0.0451847 469.968 388.028
4.55 0 620.254 591.869
4.85 0.0676183 747.844 812.112
&
c.ar3 N.ar2 1800.35 1457.53
1.55 15.5793 0 2.06508e-05
1.65 15.5793 0 3.48669e-05
1.75 15.5793 0 5.87116e-05
1.85 15.5793 0 8.6192e-05
1.95 15.5793 0 0.000158473
2.05 15.5793 0 0.000324245
2.15 15.5793 0 0.000659248
2.25 15.5793 0 0.00194658
2.35 15.5793 0 0.0085784
2.45 -2.11119 0.333333 0.0346075
2.55 0 0.0543249 0.121638
2.65 -0.0177549 0.35443 0.348193
2.75 0 0.164557 0.813445
2.9 0 0.326582 4.27097
3.1 0 3.897 10.6399
3.3 -0.663271 46.2482 21.4274
3.5 -0.122398 95.2045 38.0321
3.7 -0.236446 147.533 61.5391
3.95 -0.12056 283.097 154.197
4.25 -0.0278467 361.322 252.496
4.55 0 405.043 385.139
4.85 0.0827681 456.772 528.454
&
c.ar3 N.ar2_h 6039.88 5750.57
1.55 19.2104 0 5.20219e-05
1.65 19.2104 0 0.000108111
1.75 19.2104 0 0.000202188
1.85 19.2104 0 0.00031061
1.95 19.2104 0 0.00059579
2.05 19.2104 0 0.00124983
2.15 19.2104 0 0.00257156
2.25 19.2104 0 0.00765066
2.35 -2.69402 0.500174 0.033816
2.45 -1.30341 2.00063 0.136512
2.55 -0.0449625 0.501953 0.479884
2.65 -0.272142 1.80341 1.37374
2.75 0 2.82794 3.20936
2.9 0 11.2709 16.8508
3.1 0.201904 25.6739 41.9792
3.3 0 121.14 84.5402
3.5 -0.143125 309.713 150.053
3.7 -0.252669 517.187 242.798
3.95 -0.140022 919.178 608.374
4.25 -0.0432704 1074.04 996.207
4.55 0.0297302 1305.05 1519.54
4.85 0.0291966 1748.99 2084.98
&
c.ar3 N.pl31_nq 5347.52 3936.28
1.55 18.8452 0 3.87641e-05
1.65 18.8452 0 7.7157e-05
1.75 18.8452 0 0.000141553
1.85 18.8452 0 0.000215769
1.95 18.8452 0 0.000410975
2.05 18.8452 0 0.000858669
2.15 18.8452 0 0.0017634
2.25 0.547196 0.000950119 0.00524005
2.35 2.52481 0.000223764 0.0231503
2.45 -0.134766 0.200174 0.0934461
2.55 -0.13072 0.500224 0.328485
2.65 0.888412 0.251599 0.940333
2.75 0.71515 0.668965 2.19682
2.9 0 7.44462 11.5344
3.1 0 54.9332 28.7348
3.3 -0.195918 131.515 57.8679
3.5 -0.341805 274.592 102.712
3.7 -0.287613 475.844 166.196
3.95 -0.307143 1005.95 416.433
4.25 -0.19757 1042.56 681.906
4.55 -0.0806558 1127.5 1040.13
4.85 0.0702458 1225.57 1427.17
&
c.ar3 N.pl31_r 5238.82 5330.63
1.55 18.8357 0 4.89532e-05
1.65 18.8357 0 0.000100946
1.75 18.8357 0 0.000188154
1.85 18.8357 0 0.000288658
1.95 18.8357 0 0.000553012
2.05 1.17411 0.000174034 0.00115929
2.15 18.8357 0 0.0023845
2.25 2.8485 0.000174034 0.00709269
2.35 3.58246 0.00080815 0.0313473
2.45 0 0.00575864 0.126544
2.55 0 0.0228436 0.444841
2.65 0.1922 0.047775 1.27342
2.75 0 1.1216 2.975
2.9 0.0293884 5.48793 15.6202
3.1 0 30.7777 38.9136
3.3 -0.277058 116.407 78.3665
3.5 -0.30702 271.413 139.095
3.7 -0.329852 455.228 225.068
3.95 -0.230851 857.673 563.946
4.25 -0.155862 1079.21 923.458
4.55 0.0221132 1117.18 1408.57
4.85 0.0729978 1304.23 1932.72
&
c.ar3 N.pl32_N 24053.3 29518.1
1.55 23.9702 0 0.000225702
1.65 23.9702 0 0.000513609
1.75 23.9702 0 0.000996516
1.85 23.9702 0 0.00155305
1.95 23.9702 0 0.0030169
2.05 23.9702 0 0.00637416
2.15 23.9702 0 0.0131587
2.25 23.9702 0 0.0392301
2.35 23.9702 0 0.173539
2.45 23.9702 0 0.700686
2.55 23.9702 0 2.46324
2.65 1.99816 0.0321393 7.05148
2.75 0.421397 0.875644 16.4739
2.9 0.397354 8.20662 86.4962
3.1 0.0890388 19.7022 215.482
3.3 0.20552 120.937 433.951
3.5 0.108163 407.005 770.232
3.7 0.025697 1214.68 1246.3
3.95 -0.0361783 3540.42 3122.82
4.25 0 4438.83 5113.6
4.55 0.047021 5783.26 7799.91
4.85 0.0496214 8519.33 10702.4
&
c.ar3 N.pl32_r 2095.97 2351.19
1.55 16.3801 0 2.71812e-05
1.65 16.3801 0 5.01138e-05
1.75 16.3801 0 8.85785e-05
1.85 16.3801 0 0.000132908
1.95 16.3801 0 0.000249508
2.05 16.3801 0 0.000516921
2.15 16.3801 0 0.00105733
2.25 16.3801 0 0.00313398
2.35 16.3801 0 0.013832
2.45 16.3801 0 0.0558206
2.55 16.3801 0 0.196212
2.65 16.3801 0 0.561678
2.75 1.63469 0.012 1.31219
2.9 0.0684651 1.13961 6.88966
3.1 0 3.52085 17.1637
3.3 0 27.073 34.5653
3.5 -0.128603 87.5777 61.351
3.7 -0.147561 181.982 99.2711
3.95 -0.0609702 326.914 248.741
4.25 -0.0273846 418.62 407.312
4.55 0 499.752 621.283
4.85 0.0696591 549.378 852.47
&
c.ar3 N.pl33 853.681 982.049
1.55 13.761 0 1.71763e-05
1.65 13.761 0 2.67548e-05
1.75 13.761 0 4.28208e-05
1.85 13.761 0 6.13365e-05
1.95 13.761 0 0.000110038
2.05 13.761 0 0.000221732
2.15 13.761 0 0.000447449
2.25 13.761 0 0.00131483
2.35 13.761 0 0.00578321
2.45 13.761 0 0.0233211
2.55 13.761 0 0.0819602
2.65 -0.75669 0.5 0.234608
2.75 13.761 0 0.548085
2.9 0.32592 0.5 2.87769
3.1 0 3.14606 7.16897
3.3 0 5.75986 14.4373
3.5 0 12.7397 25.6252
3.7 0.151015 18.4199 41.4637
3.95 0 78.4857 103.895
4.25 0.12127 110.291 170.127
4.55 0.0904096 201.74 259.498
4.85 0 422.099 356.061
&
c.ar3 O.21_O 33746.2 29458.4
1.55 24.3718 0 0.000225266
1.65 24.3718 0 0.000512592
1.75 24.3718 0 0.000994522
1.85 24.3718 0 0.00154994
1.95 -4.70693 0.333333 0.00301082
2.05 24.3718 0 0.00636129
2.15 0.788438 0.000229305 0.0131321
2.25 0 0.00193424 0.0391508
2.35 -0.150958 1.00141 0.173188
2.45 -0.361196 1.00348 0.699269
2.55 -0.271214 3.22414 2.45826
2.65 0 4.28838 7.03723
2.75 0.406921 2.6173 16.4406
2.9 0.286378 55.6118 86.3214
3.1 -0.0601577 228.38 215.046
3.3 -0.318957 648.472 433.074
3.5 -0.251716 1340.21 768.676
3.7 -0.244258 2486.25 1243.78
3.95 -0.179397 4894.45 3116.51
4.25 -0.10437 6281.08 5103.27
4.55 -0.0144197 7897.2 7784.14
4.85 0.0230206 9902.11 10680.7
&
c.ar3 O.21_nq 4276 3709.88
1.55 18.1743 0 3.71097e-05
1.65 18.1743 0 7.32944e-05
1.75 18.1743 0 0.000133987
1.85 18.1743 0 0.000203933
1.95 18.1743 0 0.000387912
2.05 18.1743 0 0.000809857
2.15 18.1743 0 0.00166255
2.25 18.1743 0 0.00493923
2.35 18.1743 0 0.0218194
2.45 0 0.00427685 0.0880719
2.55 -0.297577 1.2 0.309592
2.65 -0.299203 1.19536 0.886249
2.75 0.305462 1.29137 2.07047
2.9 0 10.4615 10.871
3.1 -0.415317 88.8399 27.0821
3.3 -0.241924 133.062 54.5396
3.5 -0.140911 213.087 96.804
3.7 -0.229519 430.267 156.637
3.95 -0.131074 620.053 392.481
4.25 -0.0786536 776.586 642.685
4.55 0.00923884 906.059 980.304
4.85 0.0925265 1093.89 1345.09
&
c.ar3 O.31_st 8357.14 6492.8
1.55 20.1846 0 5.74457e-05
1.65 20.1846 0 0.000120774
1.75 20.1846 0 0.000226994
1.85 20.1846 0 0.00034941
1.95 20.1846 0 0.000671398
2.05 20.1846 0 0.00140986
2.15 20.1846 0 0.00290218
2.25 20.1846 0 0.00863684
2.35 0.331211 0.000376081 0.0381794
2.45 -0.262709 1.004 0.154131
2.55 0 0.431959 0.541821
2.65 0 0.719309 1.55105
2.75 0.0982007 3.28467 3.6236
2.9 0.0537548 16.6391 19.0257
3.1 -0.104874 92.7985 47.3974
3.3 -0.238411 191.223 95.4518
3.5 -0.255575 390.136 169.42
3.7 -0.313302 617.199 274.136
3.95 -0.190383 1291.88 686.896
4.25 -0.131342 1603.61 1124.79
4.55 -0.0412003 1881.79 1715.67
4.85 0.00474487 2266.42 2354.09
&
c.ar3 O.31_y 5903.54 4449.05
1.55 19.1419 0 4.25111e-05
1.65 19.1419 0 8.59054e-05
1.75 19.1419 0 0.00015869
1.85 19.1419 0 0.000242574
1.95 19.1419 0 0.000463209
2.05 -1.55915 0.0243902 0.000969224
2.15 19.1419 0 0.00199181
2.25 -0.474134 0.02 0.00592136
2.35 0 0.04 0.0261648
2.45 -0.75356 1.02439 0.105618
2.55 -0.415122 0.562316 0.371275
2.65 -0.0989357 1.26665 1.06283
2.75 0.146305 0.941576 2.48299
2.9 0 14.844 13.037
3.1 -0.235985 62.2953 32.4781
3.3 -0.200997 184.121 65.4063
3.5 -0.234225 290.975 116.092
3.7 -0.183552 368.233 187.846
3.95 -0.092096 764.852 470.681
4.25 -0.0369918 1045.51 770.737
4.55 -0.0425618 1451.64 1175.62
4.85 -0.00997216 1717.19 1613.09
&
c.ar3 O.co21 12902.1 12733.2
1.55 21.4874 0 0.000103047
1.65 21.4874 0 0.000227241
1.75 21.4874 0 0.000435552
1.85 21.4874 0 0.000675626
1.95 21.4874 0 0.00130708
2.05 21.4874 0 0.0027553
2.15 0 0.000348068 0.00568193
2.25 21.4874 0 0.0169283
2.35 0.0410813 0.000522102 0.0748649
2.45 -0.0978568 0.333333 0.30226
2.55 0 0.252318 1.06257
2.65 0 2.1435 3.04179
2.75 0 2.47857 7.10631
2.9 0 29.0923 37.3118
3.1 -0.223577 157.371 92.9522
3.3 -0.260485 364.923 187.193
3.5 -0.254263 917.664 332.254
3.7 -0.292343 1183.35 537.616
3.95 -0.0730827 1671.41 1347.09
4.25 0 1964.42 2205.85
4.55 0.0144774 2763.72 3364.64
4.85 0.0612843 3844.89 4616.66
&
c.ar3 S.31 2600.59 1609.1
1.55 16.6825 0 2.17584e-05
1.65 16.6825 0 3.74529e-05
1.75 16.6825 0 6.37773e-05
1.85 16.6825 0 9.41156e-05
1.95 16.6825 0 0.000173913
2.05 -1.38453 0.00142518 0.000356925
2.15 16.6825 0 0.000726766
2.25 16.6825 0 0.00214798
2.35 -0.856948 0.0226892 0.00946947
2.45 16.6825 0 0.0382055
2.55 3.06008 0.000270197 0.134286
2.65 0 0.403717 0.384402
2.75 -0.113543 1.00602 0.898038
2.9 -0.250796 6.26046 4.71512
3.1 -0.246516 15.0303 11.7464
3.3 -0.0157796 28.2541 23.6557
3.5 -0.103655 80.4058 41.9872
3.7 -0.1977 164.711 67.9388
3.95 -0.202057 400.138 170.233
4.25 -0.161441 510.205 278.755
4.55 -0.12506 688.64 425.191
4.85 -0.0376682 705.507 583.411
&
c.ar3 S.32 4888.45 2327.74
1.55 18.5759 0 2.70098e-05
1.65 18.5759 0 4.97137e-05
1.75 18.5759 0 8.77948e-05
1.85 18.5759 0 0.000131682
1.95 18.5759 0 0.000247119
2.05 18.5759 0 0.000511865
2.15 18.5759 0 0.00104688
2.25 18.5759 0 0.00310282
2.35 18.5759 0 0.0136942
2.45 0 0.00116822 0.0552639
2.55 18.5759 0 0.194255
2.65 18.5759 0 0.556075
2.75 0 0.167835 1.29911
2.9 0.636116 0.524673 6.82094
3.1 1.4787 1.08221 16.9925
3.3 0 39.218 34.2205
3.5 -0.0571351 158.133 60.7391
3.7 -0.180151 332.078 98.281
3.95 -0.132573 742.483 246.26
4.25 -0.164796 988.547 403.249
4.55 -0.119429 1154.92 615.086
4.85 -0.101298 1471.29 843.967
&
c.ar3 c.33 8029.76 5575.71
1.55 20.0647 0 5.07442e-05
1.65 20.0647 0 0.000105128
1.75 20.0647 0 0.000196344
1.85 20.0647 0 0.00030147
1.95 20.0647 0 0.000577978
2.05 20.0647 0 0.00121213
2.15 20.0647 0 0.00249367
2.25 20.0647 0 0.00741833
2.35 20.0647 0 0.0327881
2.45 20.0647 0 0.132362
2.55 20.0647 0 0.465293
